,MCF7_P1,MCF7_P2,MCF7_P3,MCF7_FasR1,MCF7_FasR2,MCF7_FasR3
KRT8P28,0,0,0,0,0,0
KRT8P29,0,0,0,0,0,0
KRT8P3,3.350497247,3.59812696,3.087462841,2.485426827,2.675815931,2.827819025
KRT8P30,0,0.176322773,0.250961574,0.516015147,0.201633861,0.137503524
KRT8P31,0.070389328,0.070389328,0.028569152,0.028569152,0.042644337,0.056583528
KRT8P32,0.344828497,0.5360529,0.344828497,0.163498732,0.150559677,0.201633861
KRT8P33,1.459431619,1.367371066,0.895302621,0.97819563,0.687060688,1.021479727
KRT8P34,0,0,0,0,0,0
KRT8P35,0.042644337,0.084064265,0.189033824,0.097610797,0,0
KRT8P36,0.150559677,0.070389328,0,0.028569152,0,0.028569152
KRT8P37,0.163498732,0.163498732,0.070389328,0.042644337,0,0.056583528
KRT8P38,0,0,0,0.014355293,0.042644337,0
KRT8P39,0.773996325,0.575312331,0.526068812,0.839959587,0.475084883,0.250961574
KRT8P4,0,0,0,0,0,0.028569152
KRT8P40,0,0,0,0.070389328,0,0
KRT8P41,0.263034406,0.22650853,0.070389328,0,0,0.028569152
KRT8P42,0.042644337,0,0,0,0,0
KRT8P43,0,0,0,0,0,0
KRT8P44,0,0,0,0,0,0
KRT8P45,1.432959407,2.014355293,1.427606173,0.948600847,0.97819563,1.10433666
KRT8P46,0.367371066,0.495695163,0.40053793,0.35614381,0.5360529,0.389566812
KRT8P47,0.111031312,0.042644337,0,0.028569152,0.042644337,0.028569152
KRT8P48,0,0.124328135,0.042644337,0.056583528,0.042644337,0
KRT8P49,0.070389328,0.042644337,0,0.014355293,0.042644337,0
KRT8P5,0.070389328,0.070389328,0.150559677,0.056583528,0.189033824,0.124328135
KRT8P50,0,0,0,0.042644337,0.042644337,0
KRT8P51,0.933572638,0,0,0,0,0.82374936
KRT8P6,0,0,0,0,0,0
KRT8P7,0,0,0,0,0,0
KRT8P8,0.111031312,0.042644337,0.070389328,0.014355293,0,0
KRT8P9,0.070389328,0.042644337,0.028569152,0.014355293,0.042644337,0.028569152
KRT9,0.321928095,0.286881148,0.275007047,0.014355293,0,0
KRT90P,0,0,0,0,0,0
KRTAP1-1,0,0,0,0,0,0.042644337
KRTAP1-3,0,0,0,0,0,0
KRTAP1-4,0,0,0,0,0,0
KRTAP1-5,0.042644337,0,0,0,0,0
KRTAP10-1,0,0,0,0,0,0
KRTAP10-10,0,0,0,0,0,0
KRTAP10-11,0,0,0,0,0,0
KRTAP10-12,0,0,0,0,0,0
KRTAP10-13P,0,0,0,0,0,0
KRTAP10-2,0.042644337,0,0,0,0,0
KRTAP10-3,0,0,0,0,0,0
KRTAP10-4,0,0,0,0,0,0
KRTAP10-5,0,0,0,0,0,0
KRTAP10-6,0,0,0,0,0,0.056583528
KRTAP10-7,0,0,0,0,0,0
KRTAP10-8,0,0,0,0,0,0
KRTAP10-9,0,0,0,0,0,0
KRTAP11-1,0,0,0,0,0,0
KRTAP12-1,0.111031312,0,0,0,0,0
KRTAP12-2,0,0,0,0,0,0
KRTAP12-3,0,0,0,0,0,0
KRTAP12-4,0,0,0,0,0,0
KRTAP13-1,0,0,0,0,0,0
KRTAP13-2,0,0,0,0,0,0
KRTAP13-3,0,0,0,0,0,0
KRTAP13-4,0,0,0,0,0,0
KRTAP13-5P,0,0,0,0,0,0
KRTAP13-6P,0,0,0,0,0,0
KRTAP15-1,0,0,0,0,0,0
KRTAP16-1,0,0,0,0,0,0
KRTAP17-1,0,0,0,0,0,0
KRTAP19-1,0,0,0,0,0,0
KRTAP19-10P,0,0,0,0,0,0
KRTAP19-11P,0,0,0,0,0,0
KRTAP19-2,0,0,0,0,0,0
KRTAP19-3,0,0,0,0,0,0
KRTAP19-4,0,0,0,0,0,0
KRTAP19-5,0,0,0,0,0,0
KRTAP19-6,0,0,0,0,0,0
KRTAP19-7,0,0,0,0,0,0
KRTAP19-8,0,0,0,0,0,0
KRTAP19-9P,0,0,0,0,0,0
KRTAP2-1,0,0,0,0,0,0
KRTAP2-2,0,0,0,0,0,0
KRTAP2-3,0,0,0,0,0,0
KRTAP2-4,0,0,0,0,0,0
KRTAP2-5P,0,0,0,0,0,0
KRTAP20-1,0,0,0,0,0,0
KRTAP20-2,0,0,0,0,0,0
KRTAP20-3,0,0,0,0,0,0
KRTAP20-4,0,0,0,0,0,0
KRTAP21-1,0,0,0,0,0,0
KRTAP21-2,0,0,0,0,0,0
KRTAP21-3,0,0,0,0,0,0
KRTAP21-4P,0,0,0,0,0,0
KRTAP22-1,0,0,0,0,0,0
KRTAP22-2,0,0,0,0,0,0
KRTAP23-1,0,0,0,0,0,0
KRTAP24-1,0,0,0,0,0,0
KRTAP25-1,0,0,0,0,0,0
KRTAP26-1,0,0,0,0,0,0
KRTAP27-1,0,0,0,0,0,0
KRTAP29-1,0,0.056583528,0,0,0,0
KRTAP3-1,0.389566812,0.201633861,0.443606651,0.056583528,0.111031312,0.150559677
KRTAP3-2,0,0,0,0,0,0
KRTAP3-3,0,0,0,0,0,0
KRTAP3-4P,0,0,0,0,0,0
KRTAP4-1,0.124328135,0.124328135,0.097610797,0.097610797,0.084064265,0.028569152
KRTAP4-11,0,0,0,0,0,0
KRTAP4-12,0,0,0,0,0,0
KRTAP4-16P,0,0,0,0,0,0
KRTAP4-2,0,0,0,0,0,0
KRTAP4-3,0,0,0,0,0,0
KRTAP4-4,0,0,0,0,0,0
KRTAP4-5,0,0,0,0,0,0
KRTAP4-6,0,0,0,0,0,0
KRTAP4-7,0,0,0,0,0,0
KRTAP4-8,0,0,0,0,0,0
KRTAP4-9,0,0,0,0,0,0
KRTAP5-1,0.056583528,0.111031312,0,0,0,0
KRTAP5-10,0.333423734,0.042644337,0.084064265,0,0,0.070389328
KRTAP5-11,0,0,0,0,0,0
KRTAP5-14P,0,0,0,0,0,0
KRTAP5-2,0.056583528,0.097610797,0.137503524,0,0,0
KRTAP5-3,0,0,0,0,0,0
KRTAP5-4,0,0,0,0,0,0
KRTAP5-5,0,0,0,0,0,0
KRTAP5-6,0.124328135,0,0.214124805,0,0,0
KRTAP5-7,0.150559677,0.176322773,0.070389328,0.070389328,0,0
KRTAP5-8,0.176322773,0.176322773,0.163498732,0,0,0.097610797
KRTAP5-9,0.757023247,0.526068812,0.250961574,0.163498732,0.056583528,0.028569152
KRTAP5-AS1,2.759155834,2.3305584,2.214124805,1.124328135,0.475084883,0.659924558
KRTAP6-1,0,0,0,0,0,0
KRTAP6-2,0,0,0,0,0,0
KRTAP6-3,0,0,0,0,0,0
KRTAP7-1,0,0,0,0,0,0
KRTAP8-1,0,0,0,0,0,0
KRTAP8-2P,0,0,0,0,0,0
KRTAP8-3P,0,0,0,0,0,0
KRTAP9-1,0,0,0,0,0,0
KRTAP9-10P,0,0,0,0,0,0
KRTAP9-11P,0,0,0,0,0,0
KRTAP9-12P,0,0,0,0,0,0
KRTAP9-2,0,0,0,0,0,0
KRTAP9-3,0,0,0,0,0,0
KRTAP9-4,0,0,0,0,0,0
KRTAP9-6,0,0,0,0,0,0
KRTAP9-7,0,0,0,0,0,0
KRTAP9-8,0,0,0,0,0,0
KRTAP9-9,0,0,0,0,0,0
KRTCAP2,8.082255509,7.977165419,8.068617074,8.315330737,8.497851837,8.202515674
KRTCAP3,5.584361253,5.307792796,5.503348735,4.531069493,4.183486514,4.516645558
KRTDAP,0,0.150559677,0,0.722466024,0.176322773,0.545968369
KSR1,1.871843649,1.989139007,2.253989266,2.361768359,1.263034406,1.871843649
KSR1P1,0,0,0,0,0,0
KSR2,0.748461233,0.799087306,0.815575429,0.389566812,0.263034406,0.367371066
KTI12,3.003602237,2.914564523,3.140778656,3.196921734,2.639232163,3.058316496
KTN1,6.570918255,6.541174073,6.403949364,6.286141873,5.816087659,5.995936704
KTN1-AS1,2.244887059,2.289834465,1.941106311,1.327687364,1.049630768,1.298658316
KU-MEL-3,0,0,0,0,0,0
KXD1,6.201829866,6.53822774,6.636189572,5.554895775,5.402244655,5.731454808
KY,0.084064265,0.014355293,0.084064265,0.014355293,0,0
KYNU,3.66106548,4.000901403,3.625270489,7.332439417,7.158660175,7.30679083
KYNUP1,0,0,0,0.084064265,0,0
KYNUP2,0,0,0,0,0,0
KYNUP3,0,0,0,0,0,0
L1CAM,4.672990994,4.46662712,4.596935142,9.056285465,8.067918315,8.543959797
L1TD1,0,0,0,0,0,0.014355293
L29074.3,0,0,0,0.070389328,0,0
L2HGDH,4.740387932,4.893847558,4.752748591,4.03562391,3.509695842,3.966245873
L34079.2,0,0,0,0,0,0
L34079.3,0,0,0,0,0,0
L34079.4,0.344828497,0.22650853,0.111031312,0,0,0.176322773
L3HYPDH,4.188242656,3.513490746,3.704871964,5.053980168,4.506525779,4.761285273
L3MBTL1,2.560714954,2.073820233,2.263034406,2.849999259,2.056583528,2.03562391
L3MBTL2,4.073820233,3.913607512,3.873813198,3.977279923,3.422233001,3.889473543
L3MBTL3,0.59454855,0.910732662,0.992768431,0.163498732,0.056583528,0.163498732
L3MBTL4,0,0,0,0,0,0
LA16c-13E4.3,0,0,0,0,0,0
LA16c-17H1.3,0,0,0,0,0,0
LA16c-23H5.4,0,0,0,0,0,0
LA16c-2F2.5,0,0,0,0,0,0
LA16c-2F2.8,0,0,0,0,0,0
LA16c-306A4.1,0,0,0,0,0,0
LA16c-306A4.2,0.111031312,0.014355293,0.042644337,0.189033824,0.201633861,0.150559677
LA16c-306E5.1,0,0.214124805,0.111031312,0.070389328,0,0
LA16c-306E5.2,0.941106311,1.077242999,0.659924558,1.981852653,1.855989697,1.589763487
LA16c-306E5.3,0.871843649,0,0,0,0,0
LA16c-312E8.2,0.555816155,0.5360529,0.35614381,0.124328135,0.22650853,0
LA16c-312E8.4,0.86393845,0.918386234,0.86393845,0.042644337,0.028569152,0.028569152
LA16c-313D11.12,0.516015147,0.526068812,0.495695163,0.432959407,0.201633861,0.275007047
LA16c-313D11.13,0.344828497,0,0,0.5360529,0,0.137503524
LA16c-313D11.9,0.604071324,0.526068812,0.310340121,0.214124805,0.263034406,0.214124805
LA16c-313F4.1,0.815575429,0.310340121,0.584962501,0.632268215,0.443606651,0.40053793
LA16c-316G12.2,0.321928095,0,0,0.189033824,0.344828497,0
LA16c-321D4.1,0,0,0,0,0,0
LA16c-321D4.2,0.669026766,0,0.695993813,0.464668267,0.137503524,0.35614381
LA16c-325D7.1,0.411426246,0,0,0.23878686,0,0
LA16c-325D7.2,1.22650853,0.604071324,0.799087306,0.5360529,0.516015147,0.659924558
LA16c-329F2.1,0,0,0,0,0,0
LA16c-329F2.2,0.310340121,0.495695163,0.411426246,0.189033824,0,0.176322773
LA16c-335H7.2,0,0.263034406,0,0,0,0
LA16c-349E10.1,0.367371066,0.214124805,0.263034406,0.150559677,0.042644337,0.111031312
LA16c-349E11.1,0,0,0,0,0,0
LA16c-352F7.1,0.98550043,0.584962501,0.659924558,0,0.056583528,0.042644337
LA16c-358B7.3,0.014355293,0,0,0.014355293,0,0
LA16c-358B7.4,0.378511623,0.124328135,0.189033824,0.286881148,0.137503524,0.23878686
LA16c-359F1.1,0,0,0.286881148,0,0,0
LA16c-360A4.1,1.111031312,1.195347598,1.042644337,0.632268215,0.659924558,0.475084883
LA16c-360H6.1,0.454175893,0.344828497,0.22650853,0.555816155,0.847996907,0.485426827
LA16c-360H6.2,0,0,0,0,0,0
LA16c-360H6.3,0,0,0,0,0,0
LA16c-361A3.3,0.321928095,0,0,0.464668267,0.124328135,0.163498732
LA16c-366D1.3,0.150559677,0,0,0.163498732,0,0.298658316
LA16c-380A1.1,0,0,0,0,0,0
LA16c-380A1.2,0.82374936,0.678071905,0.879705766,0.367371066,0.263034406,0.475084883
LA16c-380F5.1,0,0,0,0,0,0
LA16c-380F5.3,0,0.137503524,0.137503524,0.516015147,0,0.475084883
LA16c-380H5.2,0.298658316,0.286881148,0.189033824,1.189033824,0.650764559,0.722466024
LA16c-380H5.3,2.298658316,1.933572638,1.117695043,2.495695163,2.087462841,1.575312331
LA16c-380H5.4,3.962549023,2.799087306,2.942983598,3.751677946,3.255500733,3.314696526
LA16c-380H5.5,2.304511042,2.386810946,1.941106311,3.176322773,2.748461233,2.805292456
LA16c-380H5.6,1.454175893,0.333423734,0.443606651,1.790772038,1.526068812,0.895302621
LA16c-381G6.1,0.82374936,0.454175893,0.367371066,0.014355293,0,0
LA16c-385E7.1,0.084064265,0.176322773,0,0.411426246,0.35614381,0.189033824
LA16c-390E6.3,0,0,0,0,0,0
LA16c-390E6.4,0,0,0,0,0,0
LA16c-390E6.5,0,0.042644337,0.042644337,0.084064265,0,0.042644337
LA16c-390H2.1,0,0,0,0,0,0
LA16c-390H2.4,0,0,0.014355293,0.084064265,0.014355293,0.028569152
LA16c-395F10.1,0,0,0,0,0,0
LA16c-395F10.2,0,0,0,0,0,0
LA16c-3G11.7,0,0.042644337,0.042644337,0.028569152,0.056583528,0
LA16c-425C2.1,0.35614381,0.344828497,0.713695815,0.214124805,0.201633861,0.137503524
LA16c-429E7.1,0,0,0,0,0,0
LA16c-431H6.6,0.925999419,0.790772038,0.839959587,0.782408565,0.201633861,0.22650853
LA16c-431H6.7,0.815575429,0.695993813,0.422233001,0.695993813,0.575312331,0.250961574
LA16c-444G7.1,0,0,0,0,0,0
LA16c-444G7.2,0,0,0,0,0,0
LA16c-4G1.3,0,0,0,0,0,0
LA16c-4G1.4,0,0,0,0,0,0
LA16c-60D12.1,0.014355293,0,0.014355293,0.014355293,0,0
LA16c-60D12.2,0,0,0,0,0,0
LA16c-60G3.5,0,0,0,0,0,0
LA16c-60G3.6,0,0,0,0,0,0
LA16c-60G3.7,0,0,0,0,0,0
LA16c-60G3.8,0,0,0.028569152,0,0,0
LA16c-60H5.7,0,0,0.056583528,0.028569152,0,0.028569152
LA16c-83F12.6,0,0.344828497,0.22650853,0,0,0
LA16c-OS12.2,0.23878686,0.22650853,0,0.918386234,0.555816155,0.704871964
LACC1,2.339137385,1.875780063,1.59454855,2.813524689,2.901108243,3.037382222
LACE1,2.769771739,2.23572706,2.257010618,1.925999419,1.49057013,1.560714954
LACRT,0,0,0,0.070389328,0,0
LACTB,3.47118746,3.698218478,3.605257263,3.033863452,2.944858446,3.014355293
LACTB2,4.334139179,4.679761574,4.482202926,4.158660175,4.380590934,4.093391153
LACTBL1,0,0,0,0,0,0
LAD1,5.976592762,6.028127082,6.103917211,6.962549023,6.200457271,6.909893084
LAG3,1.257010618,1.124328135,1.23878686,2.606442228,1.989139007,1.914564523
LAGE3,6.815575429,7.362732874,7.259460816,6.63284983,6.702103407,7.025028794
LAGE3P1,0.40053793,0.263034406,0.137503524,0.918386234,0.150559677,0.613531653
LAIR1,0,0,0,0,0,0
LAIR2,0,0,0,0,0,0
LALBA,0,0,0,0.042644337,0,0.056583528
LAMA1,0,0,0,0,0,0
LAMA2,0,0,0.111031312,0,0,0
LAMA3,0.333423734,0.50589093,0.584962501,2.477677328,2.097610797,2.070389328
LAMA4,0,0,0,0,0,0
LAMA5,6.518849829,6.331812684,6.589014385,7.719251904,7.256255873,7.758956038
LAMA5-AS1,0.137503524,0,0,0,0,0
LAMB1,3.039138394,3.486714373,3.734438666,6.478001056,6.628481994,6.461070114
LAMB2,7.36132973,7.194165869,7.108106224,8.067810784,7.539624122,7.677296812
LAMB3,0.97819563,0.669026766,0.970853654,1.584962501,0.545968369,1.40053793
LAMB4,0,0.014355293,0,0.042644337,0.097610797,0
LAMC1,4.824258697,4.725741157,5.014801602,5.662775172,4.527946099,5.098032083
LAMC2,0.669026766,0.604071324,0.757023247,1.438292852,0.799087306,1.084064265
LAMC3,0.443606651,0.214124805,0.137503524,0.070389328,0.070389328,0.070389328
LAMP1,6.534653056,6.18408189,6.274075255,5.798309782,4.446917865,5.250961574
LAMP2,5.882153917,5.720004787,5.499527024,6.284662185,5.032100843,5.493775408
LAMP3,0.659924558,0.495695163,0.526068812,4.184280294,2.871843649,3.23572706
LAMP5,0,0,0,0,0,0
LAMP5-AS1,0,0,0,0,0,0
LAMTOR1,7.040015679,7.303415463,7.374604819,6.541793588,6.252665432,6.733354341
LAMTOR2,6.817111573,6.919935917,6.936402378,6.529508641,6.780703794,6.729416815
LAMTOR3,4.826802684,5.060479781,4.820178962,4.763411574,5.067380578,4.892391026
LAMTOR3P1,0,0,0,0,0,0
LAMTOR3P2,0,0,0,0,0,0
LAMTOR4,7.052568051,7.29388543,7.312882955,8.553014842,8.660031558,8.95930649
LAMTOR5,7.590811576,7.936461272,7.938815059,7.514911265,8.084064265,7.855242251
LAMTOR5-AS1,2.64385619,2.117695043,1.589763487,2.718087584,2.451540833,2.3305584
LAMTOR5P1,0.389566812,0,0,0,0,0
LANCL1,4.627023106,4.69265037,4.573495715,3.839959587,3.056583528,3.64731451
LANCL1-AS1,0,0,0,0,0,0
LANCL2,3.244887059,3.849999259,3.795974694,2.733354341,2.707082992,3.065227623
LANCL3,0,0.070389328,0,0,0,0
LAP3,5.661920579,5.59454855,5.590063019,5.652773285,4.570462931,5.793895883
LAP3P1,0,0,0,0,0,0
LAP3P2,0.042644337,0,0,0,0,0
LAPTM4A,7.173827019,6.955940451,6.879338185,7.367458436,6.412442825,6.863442934
LAPTM4B,7.936755705,7.771687538,7.900806443,7.721167561,6.687760584,7.346336433
LAPTM5,0.056583528,0.042644337,0.042644337,0,0,0.014355293
LARGE,4.146492307,4.292781749,4.118525849,2.763411574,1.448900951,2.066950244
LARGE-AS1,0,0,0,0,0,0
LARGE-IT1,0,0,0,0,0,0
LARP1,6.386983342,6.493615314,6.431957188,6.118110506,5.296457407,5.718087584
LARP1B,4.164303583,4.116031993,3.959770155,3.839959587,3.385431037,3.654206378
LARP1BP1,0,0,0,0,0,0
LARP1BP2,0,0,0,0,0,0
LARP1BP3,0,0,0,0,0,0
LARP1P1,0,0,0.298658316,0.516015147,0,0
LARP4,4.957450336,5.055716264,4.817623258,5.301587647,4.486714373,4.811471031
LARP4B,5.170726276,5.587364991,5.404630684,4.566815154,4.04701482,4.489286023
LARP4P,0,0,0,0.014355293,0,0
LARP6,1.981852653,2.336283388,2.687060688,2.541019153,2.869871406,2.97819563
LARP7,5.278728213,5.428611418,5.098453246,5.358958826,5.283551423,5.13093087
LARP7P1,0,0,0,0,0,0
LARP7P2,0,0,0,0,0,0
LARP7P3,0,0,0,0,0,0
LARP7P4,0,0,0,0,0,0
LARS,6.313971371,5.946262984,5.924337464,5.980710829,5.585563498,5.912649865
LARS2,3.809414444,3.841973119,3.784503983,3.575312331,2.680324357,3.23878686
LARS2-AS1,0,0,0,0,0,0
LAS1L,4.486714373,4.49441561,4.440287821,4.308156975,4.130107179,4.475733431
LASP1,6.145269857,6.281883675,6.343407822,6.497293009,6.130107179,6.537761979
LAT,2.767654798,2.211012193,1.891419187,3.070389328,2.698218478,2.731183242
LAT2,1.59454855,1.207892852,1.510961919,1.244887059,0.773996325,0.956056652
LATS1,3.129283017,3.365972428,3.165107985,2.596935142,2.039138394,2.241840184
LATS2,2.944858446,3.484138131,3.316145742,3.089159132,2.575312331,2.883620816
LATS2-AS1,0,0,0,0,0,0
LAX1,0,0,0,0.042644337,0,0.014355293
LAYN,0,0,0,0,0,0
LBH,0.028569152,0.028569152,0.014355293,0.028569152,0,0.028569152
LBP,0.097610797,0.070389328,0.189033824,0.070389328,0.084064265,0.014355293
LBR,4.068670811,3.684818738,3.714795011,5.008988783,3.651912745,4.009884589
LBX1,0,0,0,0,0,0
LBX1-AS1,0.084064265,0,0,0,0,0
LBX2,1.049630768,1.570462931,1.195347598,1.761285273,1.560714954,1.786596362
LBX2-AS1,0.790772038,0.516015147,0.799087306,1.14404637,0.82374936,1.10433666
LCA5,0.310340121,0.378511623,0.333423734,0.298658316,0.298658316,0.367371066
LCA5L,2.039138394,1.937344392,1.632268215,2.560714954,2.555816155,2.618238656
LCAT,2.655351829,2.025028794,1.63691458,2.350497247,1.673556424,1.843983844
LCE1A,0,0,0,0,0,0
LCE1B,0.042644337,0,0,0.028569152,0,0.028569152
LCE1C,0,0.097610797,0,0,0,0
LCE1D,0,0,0,0,0,0
LCE1E,0,0.042644337,0.042644337,0,0.042644337,0
LCE1F,0,0,0,0,0,0
LCE2A,0,0,0,0,0,0
LCE2B,0,0,0,0,0,0
LCE2C,0,0,0,0,0,0
LCE2D,0,0,0,0,0,0
LCE3A,0,0,0,0,0,0
LCE3B,0,0,0,0,0,0
LCE3C,0,0,0,0,0,0
LCE3D,0,0,0,0,0,0
LCE3E,0,0,0,0,0,0
LCE4A,0,0,0,0,0,0
LCE5A,0,0,0,0,0,0
LCE6A,0,0,0,0,0,0
LCK,0,0.056583528,0,0.028569152,0,0
LCLAT1,3.087462841,2.906890596,2.970853654,2.847996907,2.182692298,2.435628594
LCMT1,5.888256181,6.259084133,6.131342539,4.827310944,4.973152038,4.991861931
LCMT1-AS1,0.632268215,0.799087306,0.378511623,0.475084883,0.163498732,0.124328135
LCMT1-AS2,0.028569152,0,0,0.014355293,0,0
LCMT2,3.797012978,3.82984956,3.789729251,2.545968369,1.97819563,2.555816155
LCN1,0,0,0,0,0,0
LCN10,0,0,0,0.097610797,0,0
LCN12,3.716990894,2.283921772,2.063502942,2.280956314,1.416839742,1.765534746
LCN15,0.084064265,0,0,0.042644337,0,0
LCN1P1,0,0,0,0,0,0
LCN1P2,0,0,0,0,0,0
LCN2,0.163498732,0.189033824,0.176322773,0.748461233,0.411426246,0.40053793
LCN6,0,0,0,0,0,0
LCN8,0.097610797,0.014355293,0,0,0,0
LCN9,0,0,0,0.042644337,0,0
LCNL1,0,0,0,0.014355293,0.028569152,0
LCOR,2.855989697,2.82984956,2.769771739,3.010779839,1.918386234,2.389566812
LCORL,2.003602237,2.443606651,2.257010618,1.40053793,1.531069493,1.339137385
LCP1,2.454175893,2.757023247,2.419538892,1.735522177,1.769771739,2.032100843
LCP2,0,0,0,0.014355293,0,0
LCT,0.014355293,0.028569152,0.028569152,0.028569152,0.042644337,0.042644337
LCTL,0,0,0.028569152,0,0,0.056583528
LDB1,5.395748328,5.48123435,5.562547724,5.535430915,4.761285273,5.345183447
LDB2,0,0,0,0,0,0
LDB3,0.298658316,0.201633861,0.124328135,1.269033146,1.03562391,0.956056652
LDHA,9.585770034,9.712183051,9.758989339,9.784127687,9.64880695,9.954545307
LDHAL6A,0,0,0,0,0,0
LDHAL6B,0,0,0,0,0,0
LDHAL6CP,0,0,0,0,0,0
LDHAL6DP,0.084064265,0,0,0,0,0
LDHAL6EP,0,0,0,0,0,0
LDHAL6FP,0,0,0,0.028569152,0,0
LDHAP1,0,0,0,0,0,0
LDHAP2,0,0.056583528,0,0,0,0
LDHAP3,0,0,0,0.028569152,0,0.042644337
LDHAP4,3.922197848,4.196134881,4.212569339,4.283180979,3.66448284,4.216454865
LDHAP5,0,0.097610797,0,0.111031312,0.111031312,0
LDHAP7,0,0.214124805,0.163498732,0.070389328,0,0.275007047
LDHB,8.49813117,8.577428828,8.532433854,7.270248599,7.230837051,7.344118335
LDHBP1,0.056583528,0,0,0,0,0
LDHBP2,0,0,0,0.028569152,0,0
LDHBP3,0,0,0,0,0,0
LDHC,0,0.163498732,0,0.070389328,0.163498732,0
LDHD,3.285402219,3.382667253,3.43162296,1.867896464,1.14404637,1.691534165
LDLR,6.123500664,5.877007993,5.872089989,5.125568452,4.244887059,4.489286023
LDLRAD1,0,0,0,0.028569152,0,0.014355293
LDLRAD2,0,0.014355293,0.056583528,0.137503524,0.070389328,0.163498732
LDLRAD3,3.232660757,3.15704371,3.215678597,2.316145742,1.956056652,2.03562391
LDLRAD4,5.843481425,5.793895883,5.858975614,0.189033824,0.042644337,0.150559677
LDLRAD4-AS1,0,0,0,0,0,0
LDLRAP1,3.111031312,3.353323291,3.443606651,3.757023247,3.099295204,3.645009884
LDOC1,6.235918488,6.436794812,6.351910961,5.703765179,5.907852072,6.177519203
LDOC1L,3.964398632,4.018812186,3.957914599,3.070389328,1.739848103,2.411426246
LEAP2,0.847996907,0.963474124,0.847996907,2.364572432,2.3950628,2.163498732
LECT1,0,0,0,0,0,0
LECT2,0,0,0,0,0,0
LEF1,1.887525271,1.541019153,1.531069493,1.333423734,1.257010618,1.367371066
LEF1-AS1,0.163498732,0.014355293,0,0,0,0
LEFTY1,0.070389328,0,0,0,0.070389328,0
LEFTY2,0,0,0,0,0,0
LEKR1,0.641546029,0.807354922,0.799087306,0.35614381,0.111031312,0.263034406
LELP1,0,0,0,0,0,0
LEMD1,0.084064265,0.23878686,0.189033824,3.792855352,3.350497247,3.826802684
LEMD1-AS1,0.056583528,0.014355293,0,0.014355293,0,0
LEMD2,5.227664073,5.401562207,5.286511558,5.663059924,5.212958363,5.449891473
LEMD3,3.910732662,3.850999395,3.698218478,3.937344392,2.922197848,3.145677455
LENEP,0.22650853,0,0.111031312,0,0.124328135,0
LENG1,2.782408565,2.912649865,2.935459748,3.489286023,3.701549057,3.742006211
LENG8,5.68116812,4.608217853,4.73714592,6.263973355,4.750070486,5.447248569
LENG8-AS1,2.601696516,1.432959407,0.807354922,2.613531653,1.50589093,1.124328135
LENG9,2.72900887,2.587364991,2.735522177,2.056583528,1.584962501,2.028569152
LEO1,6.61603416,6.871227612,6.652629897,5.539158811,5.459759467,5.607034346
LEP,0,0,0.014355293,0.014355293,0.014355293,0.014355293
LEPR,1.550900665,1.516015147,1.432959407,0.584962501,0.310340121,0.378511623
LEPRE1,3.218781168,3.010779839,2.912649865,3.15704371,2.976363636,3.145677455
LEPREL1,0.111031312,0.5360529,0,1.411426246,0.713695815,1.056583528
LEPREL1-AS1,0,0,0,0,0,0
LEPREL2,1.14404637,1.411426246,1.448900951,0.82374936,0.495695163,0.613531653
LEPREL4,5.151777655,4.858975614,4.83491343,5.358255587,4.5360529,5.09212285
LEPROT,4.036503334,3.841973119,3.892391026,3.98550043,3.331991778,3.521050737
LEPROTL1,5.085339669,4.972692654,5.188242656,4.825785627,4.192194165,4.211790976
LETM1,5.070389328,5.002252452,5.02989455,4.182692298,3.442280035,3.822730148
LETM1P2,0,0,0,0,0,0
LETM2,1.891419187,1.618238656,1.613531653,1.469885976,1.232660757,1.169925001
LETMD1,6.120393416,5.807612523,5.636334602,7.142719753,6.721099189,6.874796966
LEUTX,0,0,0,0,0,0
LFNG,5.707359132,4.969933275,5.367371066,1.713695815,1.021479727,1.207892852
LGALS1,8.377861223,8.500961352,8.712561391,8.892755297,9.148629106,9.264348763
LGALS12,0.042644337,0,0,0,0.028569152,0
LGALS13,0,0,0,0,0,0
LGALS14,0,0,0,0,0,0
LGALS16,0,0,0,0,0,0
LGALS17A,0.028569152,0,0,0.35614381,0.056583528,0.042644337
LGALS2,0,0,0,0,0,0
LGALS3,7.202809492,7.092017108,7.266973892,8.732676223,8.879675138,8.711873427
LGALS3BP,3.929790998,3.486714373,3.576522138,8.06210012,7.323640279,7.676239195
LGALS4,0.773996325,0.422233001,0.464668267,1.23878686,1.111031312,1.372952098
LGALS7,0,0,0,0.084064265,0,0
LGALS7B,0.150559677,0,0,0,0,0
LGALS8,4.39848719,4.528571319,4.458775699,3.554588852,2.987320866,3.171527106
LGALS8-AS1,0.310340121,0.432959407,0.344828497,0.35614381,0.111031312,0.250961574
LGALS9,0.389566812,0.250961574,0.014355293,0.678071905,0.722466024,0.35614381
LGALS9B,0,0,0,0,0,0
